song,artist,hip_hop_rnb,genre
Fishnet,Morris Day,1,Hip Hop / RnB
Five Minutes,Lorrie Morgan,0,Country / Rock
Five More Minutes,Scotty McCreery,0,Country / Rock
Flamboyant,Big L,1,Hip Hop / RnB
Fly Over States,Jason Aldean,0,Country / Rock
Follow Me Down,The Pretty Reckless,0,Country / Rock
Foolish,Ashanti,1,Hip Hop / RnB
Foolish Pride,Travis Tritt,0,Country / Rock
Footsteps,Pop Evil,0,Country / Rock
For My Broken Heart,Reba McEntire,0,Country / Rock
For the First Time,Darius Rucker,0,Country / Rock
Forever,Drake ,1,Hip Hop / RnB
Forever's as Far as I'll Go,Alabama,0,Country / Rock
Forever My Lady,Jodeci,1,Hip Hop / RnB
Forever Together,Randy Travis,0,Country / Rock
Fortunate,Maxwell,1,Hip Hop / RnB
FourFiveSeconds,Rihanna ,1,Hip Hop / RnB
Freak Like Me,Halestorm,0,Country / Rock
Freak Me,Silk,1,Hip Hop / RnB
Free,Zac Brown Band,0,Country / Rock
Free and Easy (Down the Road I Go),Dierks Bentley,0,Country / Rock
Friend of Mine,Kelly Price,1,Hip Hop / RnB
Friends in Low Places,Garth Brooks,0,Country / Rock
From a Jack to a King,Ricky Van Shelton,0,Country / Rock
From Here to Eternity,Michael Peterson,0,Country / Rock
Frontin',Pharrell ,1,Hip Hop / RnB
Fuckin' Problems,ASAP Rocky ,1,Hip Hop / RnB
Funhouse,Kid 'n Play,1,Hip Hop / RnB
G.H.E.T.T.O.U.T.,Changing Faces,1,Hip Hop / RnB
Games,Chuckii Booker,1,Hip Hop / RnB
Gangnam Style,Psy,1,Hip Hop / RnB
Gangsta Lean,DRS,1,Hip Hop / RnB
Get Along,Kenny Chesney,0,Country / Rock
Get Busy,Sean Paul,1,Hip Hop / RnB
Get It on Tonite,Montell Jordan,1,Hip Hop / RnB
Get Low,Lil Jon & the East Side Boyz ,1,Hip Hop / RnB
Get Me Some of That,Thomas Rhett,0,Country / Rock
"Get Outta My Dreams, Get into My Car",Billy Ocean,1,Hip Hop / RnB
Get Up,Shinedown,0,Country / Rock
Get Your Shine On,Florida Georgia Line,0,Country / Rock
Gettin' You Home (The Black Dress Song),Chris Young,0,Country / Rock
Gimmie That Girl,Joe Nichols,0,Country / Rock
Girl,Maren Morris,0,Country / Rock
Girl Crush,Little Big Town,0,Country / Rock
Girl I Got My Eyes On You,Today,1,Hip Hop / RnB
Girl in a Country Song,Maddie & Tae,0,Country / Rock
Girl Like You,Jason Aldean,0,Country / Rock
Girlfriend,Pebbles,1,Hip Hop / RnB
Girls Lie Too,Terri Clark,0,Country / Rock
Give It Away,George Strait,0,Country / Rock
Give Me Back My Hometown,Eric Church,0,Country / Rock
Giving Him Something He Can Feel,En Vogue,1,Hip Hop / RnB
Giving You the Benefit,Pebbles,1,Hip Hop / RnB
Giving You the Best That I Got,Anita Baker,1,Hip Hop / RnB
Go to War,Nothing More,0,Country / Rock
God's Country,Blake Shelton,0,Country / Rock
God's Plan,Drake,1,Hip Hop / RnB
God Gave Me You,Blake Shelton,0,Country / Rock
God Love Her,Toby Keith,0,Country / Rock
"God, Your Mama, and Me",Florida Georgia Line ,0,Country / Rock
Gold Digger,EPMD,1,Hip Hop / RnB
Gold Digger,Kanye West ,1,Hip Hop / RnB
Gone Country,Alan Jackson,0,Country / Rock
Gonna,Blake Shelton,0,Country / Rock
Gonna Get a Life,Mark Chesnutt,0,Country / Rock
Gonna Make You Sweat (Everybody Dance Now),C&C Music Factory ,1,Hip Hop / RnB
Good as You,Kane Brown,0,Country / Rock
Good Directions,Billy Currington,0,Country / Rock
Good Girl,Carrie Underwood,0,Country / Rock
Good Girl,Dustin Lynch,0,Country / Rock
Good Kisser,Usher,1,Hip Hop / RnB
Good Life,Kanye West ,1,Hip Hop / RnB
Good Morning Beautiful,Steve Holy,0,Country / Rock
Good Time,Alan Jackson,0,Country / Rock
Good Times,Dan Seals,0,Country / Rock
Good Vibes,Chris Janson,0,Country / Rock
Goodbye in Her Eyes,Zac Brown Band,0,Country / Rock
Goodies,Ciara ,1,Hip Hop / RnB
Greatest Love Story,Lanco,0,Country / Rock
Grillz,Nelly ,1,Hip Hop / RnB
Grown Men Don't Cry,Tim McGraw,0,Country / Rock
Guilty All the Same,Linkin Park ,0,Country / Rock
Guys Do It All the Time,Mindy McCready,0,Country / Rock
Hail to the King,Avenged Sevenfold,0,Country / Rock
Happy,Pharrell Williams,1,Hip Hop / RnB
Happy?,Mudvayne,0,Country / Rock
Hard Rock Bottom of Your Heart,Randy Travis,0,Country / Rock
Hard to Love,Lee Brice,0,Country / Rock
Hardwired,Metallica,0,Country / Rock
Hate It or Love It,The Game ,1,Hip Hop / RnB
Have You Forgotten?,Darryl Worley,0,Country / Rock
Have You Had Your Love Today,The O'Jays,1,Hip Hop / RnB
He Didn't Have to Be,Brad Paisley,0,Country / Rock
He Wasn't Man Enough,Toni Braxton,1,Hip Hop / RnB
Headlines,Drake,1,Hip Hop / RnB
Headstrong[37],Trapt,0,Country / Rock
Heart Like Mine,Miranda Lambert,0,Country / Rock
Heartbreak Hotel,Whitney Houston ,1,Hip Hop / RnB
Heartbreaker,Mariah Carey ,1,Hip Hop / RnB
Heartland,George Strait,0,Country / Rock
Heartless,Kanye West,1,Hip Hop / RnB
Heaven,Kane Brown,0,Country / Rock
Heaven Knows[12],The Pretty Reckless,0,Country / Rock
Heaven nor Hell,Volbeat,0,Country / Rock
Heaven Sent,Keyshia Cole,1,Hip Hop / RnB
Heavy Is the Head,Zac Brown Band ,0,Country / Rock
Hell of a Night,Dustin Lynch,0,Country / Rock
Helluva Life,Frankie Ballard,0,Country / Rock
Help,Papa Roach,0,Country / Rock
Help Me Hold On,Travis Tritt,0,Country / Rock
Here,Rascal Flatts,0,Country / Rock
Here and Now,Luther Vandross,1,Hip Hop / RnB
Here Comes Goodbye,Rascal Flatts,0,Country / Rock
Here I Go Again,Glenn Jones,1,Hip Hop / RnB
Here Tonight,Brett Young,0,Country / Rock
Hero,Chad Kroeger ,0,Country / Rock
Heroin,Badflower,0,Country / Rock
Hey Girl,Billy Currington,0,Country / Rock
Hey Lover,Freddie Jackson,1,Hip Hop / RnB
High Cotton,Alabama,0,Country / Rock
Higher,Creed,0,Country / Rock
Highest in the Room,Travis Scott,1,Hip Hop / RnB
Highway 20 Ride,Zac Brown Band,0,Country / Rock
Highway Don't Care,Tim McGraw with Taylor Swift,0,Country / Rock
Highway Tune,Greta Van Fleet,0,Country / Rock
Hillbilly Bone,Blake Shelton ,0,Country / Rock
Hip Hop Hooray,Naughty By Nature,1,Hip Hop / RnB
Hit Me Off,New Edition,1,Hip Hop / RnB
Hold Me,K. T. Oslin,0,Country / Rock
Hold On,En Vogue,1,Hip Hop / RnB
"Hold On, We're Going Home",Drake ,1,Hip Hop / RnB
Hold You Down,DJ Khaled ,1,Hip Hop / RnB
Holdin' Heaven,Tracy Byrd,0,Country / Rock
Holiday,Green Day,0,Country / Rock
Hollow,Alice in Chains,0,Country / Rock
Holy Grail,Jay-Z,1,Hip Hop / RnB
Holy Grail,Jay-Z ,1,Hip Hop / RnB
Home,Blake Shelton,0,Country / Rock
Home,Dierks Bentley,0,Country / Rock
Home,Joe Diffie,0,Country / Rock
Home,Stephanie Mills,1,Hip Hop / RnB
Homegrown,Zac Brown Band,0,Country / Rock
Homey Don't Play Dat,Terminator X,1,Hip Hop / RnB
Honey Bee,Blake Shelton,0,Country / Rock
Honey Love,R. Kelly and Public Announcement,1,Hip Hop / RnB
"Honey, I'm Home",Shania Twain,0,Country / Rock
Hope You Get Lonely Tonight,Cole Swindell,0,Country / Rock
Hot Boy,Bobby Shmurda,1,Hip Hop / RnB
Hot Boyz,Missy Elliott,1,Hip Hop / RnB
Hot Boyz,Missy Elliott ,1,Hip Hop / RnB
Hot Boyz,Missy Misdemeanor Elliott ,1,Hip Hop / RnB
Hot in Here,Nelly,1,Hip Hop / RnB
Hot in Herre,Nelly,1,Hip Hop / RnB
Hotel Key,Old Dominion,0,Country / Rock
Hotline Bling,Drake,1,Hip Hop / RnB
House Party,Sam Hunt,0,Country / Rock
How Can I Ease the Pain,Lisa Fischer,1,Hip Hop / RnB
How Country Feels,Randy Houser,0,Country / Rock
How Deep Is Your Love,Dru Hill ,1,Hip Hop / RnB
How Did You Love,Shinedown,0,Country / Rock
How Do I Get There,Deana Carter,0,Country / Rock
How Do U Want It / California Love,2Pac ,1,Hip Hop / RnB
How Do You Like Me Now?!,Toby Keith,0,Country / Rock
How Forever Feels,Kenny Chesney,0,Country / Rock
How Long Gone,Brooks & Dunn,0,Country / Rock
How Not To,Dan + Shay,0,Country / Rock
How Was I to Know,Reba McEntire,0,Country / Rock
How You Remind Me,Nickelback,0,Country / Rock
How Your Love Makes Me Feel,Diamond Rio,0,Country / Rock
Humble,Kendrick Lamar,1,Hip Hop / RnB
Humpin' Around,Bobby Brown,1,Hip Hop / RnB
Hurricane,Luke Combs,0,Country / Rock
Husbands and Wives,Brooks & Dunn,0,Country / Rock
Hypnotize,The Notorious B.I.G.,1,Hip Hop / RnB
I'd Love You All Over Again,Alan Jackson,0,Country / Rock
I'll Be Good to You,Quincy Jones ,1,Hip Hop / RnB
I'll Be Missing You,Puff Daddy ,1,Hip Hop / RnB
I'll Be There For You / You're All I Need to Get By,Method Man ,1,Hip Hop / RnB
I'll Do 4 U,Father MC,1,Hip Hop / RnB
I'll Give All My Love to You,Keith Sweat,1,Hip Hop / RnB
I'll Make Love to You,Boyz II Men,1,Hip Hop / RnB
I'll Name the Dogs,Blake Shelton,0,Country / Rock
I'll Take You There,BeBe & CeCe Winans,1,Hip Hop / RnB
I'll Think of Something,Mark Chesnutt,0,Country / Rock
I'll Try,Alan Jackson,0,Country / Rock
I'm a Flirt,R. Kelly ,1,Hip Hop / RnB
I'm Already There,Lonestar,0,Country / Rock
I'm Alright,Jo Dee Messina,0,Country / Rock
I'm Comin' Over,Chris Young,0,Country / Rock
I'm Dreamin',Christopher Williams,1,Hip Hop / RnB
I'm Gonna Miss Her (The Fishin' Song),Brad Paisley,0,Country / Rock
I'm in a Hurry (And Don't Know Why),Alabama,0,Country / Rock
I'm Just Talkin' About Tonight,Toby Keith,0,Country / Rock
I'm No Stranger to the Rain,Keith Whitley,0,Country / Rock
I'm on One,DJ Khaled,1,Hip Hop / RnB
I'm On One,DJ Khaled ,1,Hip Hop / RnB
I'm Still a Guy,Brad Paisley,0,Country / Rock
I'm Still Crazy,Vern Gosdin,0,Country / Rock
I'm That Type of Guy,LL Cool J,1,Hip Hop / RnB
I'm the One,DJ Khaled,1,Hip Hop / RnB
I'm Your Baby Tonight,Whitney Houston,1,Hip Hop / RnB
I've Come to Expect It from You,George Strait,0,Country / Rock
I've Cried My Last Tear for You,Ricky Van Shelton,0,Country / Rock
I Adore Mi Amore,Color Me Badd,1,Hip Hop / RnB
I Am a Simple Man,Ricky Van Shelton,0,Country / Rock
I Am Machine,Three Days Grace,0,Country / Rock
I Believe,Diamond Rio,0,Country / Rock
I Believe I Can Fly,R. Kelly,1,Hip Hop / RnB
"I Breathe In, I Breathe Out",Chris Cagle,0,Country / Rock
I Can't Sleep Baby (If I),R. Kelly,1,Hip Hop / RnB
I Can't Wait Another Minute,Hi-Five,1,Hip Hop / RnB
I Can Love You Like That,John Michael Montgomery,0,Country / Rock
I Can Still Feel You,Collin Raye,0,Country / Rock
I Could Use a Love Song,Maren Morris,0,Country / Rock
I Cross My Heart,George Strait,0,Country / Rock
I Cry,Flo Rida,1,Hip Hop / RnB
I Didn't Know My Own Strength,Lorrie Morgan,0,Country / Rock
I Disappear,Metallica,0,Country / Rock
I Don't Call Him Daddy,Doug Supernaw,0,Country / Rock
I Don't Care,Apocalyptica ,0,Country / Rock
I Don't Dance,Lee Brice,0,Country / Rock
I Don't Even Know Your Name,Alan Jackson,0,Country / Rock
I Don't Fuck with You,Big Sean,1,Hip Hop / RnB
I Don't Know About You,Chris Lane,0,Country / Rock
I Don't Mind,Usher ,1,Hip Hop / RnB
I Don't Wanna Stop,Ozzy Osbourne,0,Country / Rock
I Don't Want This Night to End,Luke Bryan,0,Country / Rock
I Don't Want to Miss a Thing,Mark Chesnutt,0,Country / Rock
I Don't Want to Spoil the Party,Rosanne Cash,0,Country / Rock
I Drive Your Truck,Lee Brice,0,Country / Rock
I Get Lonely,Janet and Blackstreet,1,Hip Hop / RnB
I Got Dreams,Steve Wariner,0,Country / Rock
I Got to Have It,Ed O.G.,1,Hip Hop / RnB
I Hate Everything,George Strait,0,Country / Rock
I Hold On,Dierks Bentley,0,Country / Rock
I Hope You Dance,Lee Ann Womack with Sons of the Desert,0,Country / Rock
I Invented Sex,Trey Songz ,1,Hip Hop / RnB
I Just Wanna Luv U (Give It 2 Me),Jay-Z,1,Hip Hop / RnB
I Just Want to Dance with You,George Strait,0,Country / Rock
I Just Wanted You to Know,Mark Chesnutt,0,Country / Rock
I Like It,Cardi B,1,Hip Hop / RnB
"I Like It, I Love It",Tim McGraw,0,Country / Rock
I Like the Way (The Kissing Game),Hi-Five,1,Hip Hop / RnB
I Love the Way You Love Me,John Michael Montgomery,0,Country / Rock
I Love This Bar,Toby Keith,0,Country / Rock
I Love You,Martina McBride,0,Country / Rock
I Love Your Smile,Shanice,1,Hip Hop / RnB
I Loved Her First,Heartland,0,Country / Rock
I Miss My Friend,Darryl Worley,0,Country / Rock
I Need a Girl (Part One),P. Diddy ,1,Hip Hop / RnB
I Only Lie When I Love You,Royal Blood,0,Country / Rock
I Remember,Keyshia Cole,1,Hip Hop / RnB
I Run to You,Lady Antebellum,0,Country / Rock
I Sang Dixie,Dwight Yoakam,0,Country / Rock
I Saw God Today,George Strait,0,Country / Rock
I Saw the Light,Wynonna,0,Country / Rock
I See You,Luke Bryan,0,Country / Rock
I Stand Alone,Godsmack,0,Country / Rock
I Still Believe in You,The Desert Rose Band,0,Country / Rock
I Still Believe in You,Vince Gill,0,Country / Rock
I Swear,John Michael Montgomery,0,Country / Rock
I Think They Like Me,Dem Franchize Boyz ,1,Hip Hop / RnB
I Wanna Be Down,Brandy,1,Hip Hop / RnB
I Wanna Sex You Up,Color Me Badd,1,Hip Hop / RnB
I Wanna Talk About Me,Toby Keith,0,Country / Rock
I Want Her,Keith Sweat,1,Hip Hop / RnB
I Was Jack (You Were Diane),Jake Owen,0,Country / Rock
I Will Always Love You,Whitney Houston,1,Hip Hop / RnB
I Will Not Bow,Breaking Benjamin,0,Country / Rock
I Wish,Carl Thomas,1,Hip Hop / RnB
I Wish,R. Kelly,1,Hip Hop / RnB
I Wonder Do You Think of Me,Keith Whitley,0,Country / Rock
Ice Ice Baby,Vanilla Ice,1,Hip Hop / RnB
If Bubba Can Dance (I Can Too),Shenandoah,0,Country / Rock
If Heaven Wasn't So Far Away,Justin Moore,0,Country / Rock
If I Ain't Got You,Alicia Keys,1,Hip Hop / RnB
If I Could Make a Living,Clay Walker,0,Country / Rock
If I Didn't Have You,Randy Travis,0,Country / Rock
If I Didn't Have You,Thompson Square,0,Country / Rock
If I Die Young,The Band Perry,0,Country / Rock
If I Ever Fall in Love,Shai,1,Hip Hop / RnB
If I Had You,Alabama,0,Country / Rock
If I Know Me,George Strait,0,Country / Rock
If I Told You,Darius Rucker,0,Country / Rock
If the Devil Danced (In Empty Pockets),Joe Diffie,0,Country / Rock
If the Good Die Young,Tracy Lawrence,0,Country / Rock
If Tomorrow Never Comes,Garth Brooks,0,Country / Rock
If You're Going Through Hell (Before the Devil Even Knows),Rodney Atkins,0,Country / Rock
If You've Got Love,John Michael Montgomery,0,Country / Rock
If You Ever Stop Loving Me,Montgomery Gentry,0,Country / Rock
If You See Him/If You See Her,Reba McEntire/Brooks & Dunn,0,Country / Rock
If Your Girl Only Knew,Aaliyah,1,Hip Hop / RnB
In a Different Light,Doug Stone,0,Country / Rock
In a Letter to You,Eddy Raven,0,Country / Rock
In a Real Love,Phil Vassar,0,Country / Rock
In Case You Didn't Know,Brett Young,0,Country / Rock
In da Club,50 Cent,1,Hip Hop / RnB
In My Bed,Dru Hill,1,Hip Hop / RnB
In My Feelings,Drake,1,Hip Hop / RnB
In the Closet,Michael Jackson,1,Hip Hop / RnB
In This Life,Collin Raye,0,Country / Rock
Incomplete,Sisqó,1,Hip Hop / RnB
Independent,Webbie ,1,Hip Hop / RnB
Independent Women Part I,Destiny's Child,1,Hip Hop / RnB
Infra-Red,Three Days Grace,0,Country / Rock
Inside the Fire,Disturbed,0,Country / Rock
Irreplaceable,Beyoncé,1,Hip Hop / RnB
Is It Still Over?,Randy Travis,0,Country / Rock
Is There Life Out There,Reba McEntire,0,Country / Rock
Isolation,Alter Bridge,0,Country / Rock
iSpy,Kyle,1,Hip Hop / RnB
It's a Little Too Late,Mark Chesnutt,0,Country / Rock
It's a Shame (My Sister),Monie Love,1,Hip Hop / RnB
It's America,Rodney Atkins,0,Country / Rock
It's Been Awhile[17],Staind,0,Country / Rock
It's Five O'Clock Somewhere,Alan Jackson and Jimmy Buffett,0,Country / Rock
It's Funky Enough,The D.O.C.,1,Hip Hop / RnB
It's Getting Better All the Time,Brooks & Dunn,0,Country / Rock
It's Goin' Down,Yung Joc,1,Hip Hop / RnB
It's Gonna Be Alright,Ruby Turner,1,Hip Hop / RnB
It's Just a Matter of Time,Randy Travis,0,Country / Rock
It's No Crime,Babyface,1,Hip Hop / RnB
It's Not My Time,3 Doors Down,0,Country / Rock
It's OK,Slimm Calhoun,1,Hip Hop / RnB
It's OK,Slimm Calhoun ,1,Hip Hop / RnB
It's Over Now,112,1,Hip Hop / RnB
It's So Hard to Say Goodbye to Yesterday,Boyz II Men,1,Hip Hop / RnB
It's Your Love,Tim McGraw (with Faith Hill),0,Country / Rock
It Ain't Nothin',Keith Whitley,0,Country / Rock
It Goes Like This,Thomas Rhett,0,Country / Rock
It Happens,Sugarland,0,Country / Rock
It Just Comes Natural,George Strait,0,Country / Rock
It Kills Me,Melanie Fiona,1,Hip Hop / RnB
It Matters to Me,Faith Hill,0,Country / Rock
It Must Be Love,Alan Jackson,0,Country / Rock
It Must Be Love,Ty Herndon,0,Country / Rock
It Never Rains (In Southern California),Tony! Toni! Toné!,1,Hip Hop / RnB
It Should've Been You,Teddy Pendergrass,1,Hip Hop / RnB
It Sure Is Monday,Mark Chesnutt,0,Country / Rock
It Wasn't Me,Shaggy,1,Hip Hop / RnB
It Wasn't Me,Shaggy ,1,Hip Hop / RnB
It Won't Be Like This for Long,Darius Rucker,0,Country / Rock
Jaded,Aerosmith,0,Country / Rock
Jerk Out,The Time,1,Hip Hop / RnB
"Jesus, Take the Wheel",Carrie Underwood,0,Country / Rock
Joy,Teddy Pendergrass,1,Hip Hop / RnB
Joyride (Omen),Chevelle,0,Country / Rock
Jukebox in My Mind,Alabama,0,Country / Rock
Just a Dream,Carrie Underwood,0,Country / Rock
Just a Kiss,Lady Antebellum,0,Country / Rock
Just a Lil Bit,50 Cent,1,Hip Hop / RnB
Just Another Day in Paradise,Phil Vassar,0,Country / Rock
Just Because,Anita Baker,1,Hip Hop / RnB
Just Coolin',LeVert,1,Hip Hop / RnB
Just Coolin',LeVert ,1,Hip Hop / RnB
Just Gettin' Started,Jason Aldean,0,Country / Rock
Just Got Paid,Johnny Kemp,1,Hip Hop / RnB
Just Got Started Lovin' You,James Otto,0,Country / Rock
Just Kickin' It,Xscape,1,Hip Hop / RnB
Just Like You,Three Days Grace,0,Country / Rock
Just to See You Smile,Tim McGraw,0,Country / Rock
Keep It Between the Lines,Ricky Van Shelton,0,Country / Rock
Keep It Comin',Keith Sweat,1,Hip Hop / RnB
Keep Me in Mind,Zac Brown Band,0,Country / Rock
Keep On Movin',Soul II Soul,1,Hip Hop / RnB
Kick the Dust Up,Luke Bryan,0,Country / Rock
Killin' Time,Clint Black,0,Country / Rock
Kiss Me Thru the Phone,Soulja Boy ,1,Hip Hop / RnB
Kiss This,Aaron Tippin,0,Country / Rock
Kiss Tomorrow Goodbye,Luke Bryan,0,Country / Rock
Kiss You in the Morning,Michael Ray,0,Country / Rock
Kissing You,Keith Washington,1,Hip Hop / RnB
Knee Deep,Zac Brown Band ,0,Country / Rock
Knock You Down,Keri Hilson ,1,Hip Hop / RnB
Knockin' Boots,Candyman,1,Hip Hop / RnB
Knockin' Boots,Luke Bryan,0,Country / Rock
Knockin' Da Boots,H-Town,1,Hip Hop / RnB
Know Your Enemy,Green Day,0,Country / Rock
Kryptonite[6],3 Doors Down,0,Country / Rock
Ladies Love Country Boys,Trace Adkins,0,Country / Rock
Land of Confusion,Disturbed,0,Country / Rock
Last Day Under the Sun,Volbeat,0,Country / Rock
Last Dollar (Fly Away),Tim McGraw,0,Country / Rock
Last Name,Carrie Underwood,0,Country / Rock
Last Night,Az Yet,1,Hip Hop / RnB
Lately,Jodeci,1,Hip Hop / RnB
Lean Back,Terror Squad,1,Hip Hop / RnB
"Lean wit It, Rock wit It",Dem Franchize Boyz ,1,Hip Hop / RnB
Leap of Faith,Lionel Cartwright,0,Country / Rock
Leave the Night On,Sam Hunt,0,Country / Rock
Leave the Pieces,The Wreckers,0,Country / Rock
Legends,Kelsea Ballerini,0,Country / Rock
Let's Get Married,Jagged Edge,1,Hip Hop / RnB
Let's Ride,Montell Jordan ,1,Hip Hop / RnB
Let It Go,Keyshia Cole ,1,Hip Hop / RnB
Let It Rain,David Nail ,0,Country / Rock
Let Me Down Easy,Billy Currington,0,Country / Rock
Let Me Hear You Scream,Ozzy Osbourne,0,Country / Rock
Let Me Hold You,Bow Wow ,1,Hip Hop / RnB
Let Me Let Go,Faith Hill,0,Country / Rock
Let Me Love You,Mario,1,Hip Hop / RnB
Let Me Tell You About Love,The Judds,0,Country / Rock
Let the Beat Hit 'Em,Lisa Lisa and Cult Jam,1,Hip Hop / RnB
Let You Down,Seether,0,Country / Rock
Letter to Me,Brad Paisley,0,Country / Rock
Lettin' the Night Roll,Justin Moore,0,Country / Rock
Liar,Profyle,1,Hip Hop / RnB
Lies,En Vogue,1,Hip Hop / RnB
Lies of the Beautiful People,Sixx:A.M.,0,Country / Rock
Life Changes,Thomas Rhett,0,Country / Rock
Lifeline,Papa Roach,0,Country / Rock
Lift Me Up,Five Finger Death Punch,0,Country / Rock
Light It Up,Luke Bryan,0,Country / Rock
Lights Out,Royal Blood,0,Country / Rock
"Lights, Camera, Action!",Mr. Cheeks,1,Hip Hop / RnB
Like a Stone,Audioslave,0,Country / Rock
Like I Loved You,Brett Young,0,Country / Rock
Like the Rain,Clint Black,0,Country / Rock
Like You,Bow Wow ,1,Hip Hop / RnB
Like You'll Never See Me Again[3],Alicia Keys,1,Hip Hop / RnB
Little Bit of Everything,Keith Urban,0,Country / Rock
Little Bitty,Alan Jackson,0,Country / Rock
Little Miss Honky Tonk,Brooks & Dunn,0,Country / Rock
Little Monster,Royal Blood,0,Country / Rock
Little Walter,Tony! Toni! Toné!,1,Hip Hop / RnB
